x,y,z,pos
114,75,2080,BL
191,-191,2179,BL
270,-239,401,BL
84,-41,454,BL
143,-30,2371,BL
329,-138,2980,BL
-22,208,1711,BL
262,51,1722,BL
383,-37,1584,BL
-23,53,246,BL
314,-33,2449,BL
329,47,3411,BL
87,-139,2627,BL
88,44,204,BL
273,-134,1574,BL
381,-31,2604,BL
-66,143,1774,BL
343,35,2829,BL
215,68,1254,BL
2,-18,1009,BL
289,32,1735,BL
171,-48,2381,BL
292,-196,2984,BL
188,13,1376,BL
145,4,1435,BL
362,-88,1778,BL
24,88,1022,BL
224,48,2302,BL
328,24,2835,BL
160,-56,1512,BL
265,67,1120,BL
201,-41,1602,BL
193,-151,2655,BL
157,95,2267,BL
254,-128,2187,BL
320,-40,1629,BL
-14,87,278,BL
313,1,2165,BL
313,46,2593,BL
99,-15,2419,BL
365,-50,1761,BL
166,12,895,BL
234,-140,1849,BL
192,49,2033,BL
121,14,2338,BL
309,-110,2442,BL
51,67,960,BL
338,-91,1554,BL
225,50,1835,BL
95,-26,2455,BL
264,-11,2327,BL
171,-13,1739,BL
285,-152,1775,BL
193,24,1038,BL
116,26,1761,BL
335,-59,2790,BL
191,467,-1323,BL
-2370,-812,-27082,BL
1704,-3064,18886,BL
4504,2650,3185,BL
1505,5176,-8413,BL
-2971,-1375,-4616,BL
-3219,1009,-4688,BL
108,-188,-5557,BL
5734,-232,-3747,BL
-1935,90,6825,BL
-103,-1521,6020,BL
-3508,1198,-9360,BL
-536,1171,-2092,BL
320,1341,13390,BL
-2674,2284,412,BL
572,-225,1984,BL
-778,-1926,2151,BL
1035,-1798,7438,BL
-1575,1864,-1119,BL
625,-1314,2689,BL
1907,1502,454,BL
-909,806,-1448,BL
-276,-802,1760,BL
-2054,-161,-3338,BL
1664,-2477,9413,BL
434,307,13526,BL
-1505,-832,-5195,BL
1130,-364,-2647,BL
168,1412,4331,BL
-546,-1826,543,BL
-645,-1184,724,BL
1745,697,5440,BL
-374,-573,5668,BL
604,615,1492,BL
-1150,-552,-9477,BL
2369,139,5153,BL
-277,-320,9891,BL
243,-591,6375,BL
-700,286,3184,BL
-783,-559,-3631,BL
999,-21,2678,BL
-368,-648,-3597,BL
-273,724,4127,BL
660,-6,5591,BL
-509,-494,3011,BL
1320,217,2716,BL
-602,-806,-2972,BL
770,90,2343,BL
495,126,5165,BL
58,-615,1812,BL
603,77,324,BL
70,700,-160,BL
323,-623,2836,BL
30,1327,3061,BL
-801,24,3077,BL
1897,-415,4842,BL
-1132,804,-3754,BL
720,-1404,-864,BL
304,360,6153,BL
66,-99,2426,BL
-139,-580,332,BL
81,1007,4478,BL
-147,-441,472,BL
-72,550,231,BL
1361,105,7140,BL
-23,-256,4195,BL
218,446,-486,BL
266,-354,630,BL
373,-730,-52,BL
-398,400,3497,BL
120,-89,2272,BL
772,12,3276,BL
663,253,960,BL
53,-88,-2856,BL
550,77,1199,BL
523,94,4392,BL
414,-294,4538,BL
-42,44,3952,BL
578,-406,-67,BL
273,72,-440,BL
208,289,2500,BL
262,-34,4344,BL
93,545,3462,BL
-271,-10,936,BL
1139,-204,1484,BL
-325,173,-1305,BL
327,-259,2844,BL
717,-185,4573,BL
248,-140,1958,BL
321,167,727,BL
-43,119,131,BL
756,-117,307,BL
77,318,2223,BL
-115,293,2245,BL
652,235,5260,BL
204,47,1518,BL
267,-17,-517,BL
347,-159,2110,BL
235,-215,3087,BL
544,33,2745,BL
-328,126,1464,BL
649,43,737,BL
327,285,11,BL
-154,151,1916,BL
644,-100,4302,BL
87,83,2423,BL
259,-201,1495,BL
113,4,834,BL
171,-309,739,BL
511,-118,2265,BL
-164,191,2795,BL
260,32,2405,BL
508,15,1318,BL
295,38,683,BL
312,-18,2113,BL
184,74,2992,BL
412,-330,4229,BL
4,-107,652,BL
296,-198,422,BL
152,-208,1138,BL
-273,237,2466,BL
562,37,3711,BL
36,160,2013,BL
203,87,1352,BL
214,-41,180,BL
300,37,1062,BL
374,-139,3846,BL
141,-38,2687,BL
364,-88,2083,BL
156,-93,477,BL
56,115,135,BL
594,70,2904,BL
28,148,2901,BL
139,102,2487,BL
468,-33,1950,BL
167,-23,522,BL
212,-266,1528,BL
91,56,2442,BL
288,-63,3319,BL
355,-123,2288,BL
-24,165,59,BL
431,-78,796,BL
198,23,1551,BL
194,175,2757,BL
218,-15,3320,BL
284,-141,1624,BL
216,-174,150,BL
149,-12,1504,BL
259,-91,3128,BL
187,6,2790,BL
61,146,1339,BL
192,25,1689,BL
198,5,1239,BL
7,12,1146,BL
360,-20,3005,BL
205,-63,3049,BL
155,-153,2453,BL
204,-40,1151,BL
-7,-14,657,BL
289,-172,2159,BL
225,47,2007,BL
74,108,2152,BL
288,20,1888,BL
86,18,654,BL
188,-23,1135,BL
232,-35,2702,BL
255,-128,3057,BL
220,-36,1816,BL
99,45,1015,BL
330,-141,1632,BL
92,72,1221,BL
117,62,2327,BL
336,-15,3177,BL
148,40,1634,BL
201,-42,1062,BL
279,0,1302,BL
148,-68,2230,BL
300,-75,2720,BL
175,-56,1909,BL
345,-65,1799,BL
68,54,698,BL
239,67,1694,BL
326,-4,2580,BL
159,37,2547,BL
300,-48,1842,BL
175,9,917,BL
258,-129,1675,BL
234,-31,1939,BL
129,33,2309,BL
295,-74,2610,BL
226,-24,1511,BL
103,55,817,BL
352,-38,1618,BL
168,65,2314,BL
187,-22,2662,BL
182,7,1515,BL
283,-98,1680,BL
194,-13,1204,BL
105,61,1860,BL
330,-70,2805,BL
-2225,-3501,-14295,TR
-1826,-1505,-7546,TR
-18751,4480,-10806,TR
9740,-6016,32767,TR
1039,758,-23853,TR
-1227,669,-836,TR
4916,-416,11701,TR
-7159,-1444,-3144,TR
2204,1536,-1338,TR
1123,-2009,-1886,TR
-2064,-471,21,TR
-1407,1355,-1771,TR
-445,1958,-1659,TR
6131,-1520,15195,TR
-7601,1425,-18496,TR
-144,2046,3456,TR
1705,-3670,14363,TR
-1491,-323,1735,TR
639,1450,-28,TR
-1120,-2356,-14009,TR
5154,1349,9176,TR
-1267,1600,4303,TR
-3654,825,4604,TR
-224,-449,-5663,TR
-371,-865,-3159,TR
3293,-167,11846,TR
-1442,352,5633,TR
3210,-495,-3875,TR
-2579,623,-9944,TR
1170,160,9617,TR
1396,-379,8422,TR
-1621,1761,2581,TR
1443,-771,-518,TR
-1785,-244,-3119,TR
3501,896,6308,TR
1115,-1089,-3765,TR
1183,710,1602,TR
1210,-905,-5338,TR
-174,669,8452,TR
1386,438,13844,TR
-152,-884,3762,TR
-1919,418,-5659,TR
149,-364,-1995,TR
1147,18,6088,TR
623,161,9474,TR
624,-431,2136,TR
382,124,-8111,TR
473,-297,-3796,TR
798,154,10076,TR
-779,367,4846,TR
-111,78,101,TR
499,248,852,TR
-1045,-268,2993,TR
429,78,599,TR
496,-233,7221,TR
793,-383,-4,TR
-981,336,-3299,TR
863,-107,5489,TR
287,-349,2940,TR
988,239,-440,TR
616,205,-2499,TR
-14,52,2636,TR
482,-151,7955,TR
-244,138,1206,TR
-414,50,158,TR
-348,-436,1471,TR
55,28,4464,TR
651,-517,4235,TR
-143,-3,1641,TR
797,42,-3450,TR
-53,-85,-2976,TR
697,-314,7880,TR
-90,-4,3242,TR
-402,-171,-2228,TR
1061,-840,-2395,TR
748,4,3940,TR
-715,354,4146,TR
854,-86,5240,TR
136,-41,-1455,TR
-257,269,-487,TR
281,-172,4989,TR
134,-78,2036,TR
587,-113,-457,TR
128,107,1033,TR
165,-77,4277,TR
623,-141,2031,TR
168,47,-419,TR
944,-360,-662,TR
-344,413,1372,TR
514,181,5897,TR
668,198,3128,TR
225,-61,-1317,TR
-50,129,-1918,TR
-234,-49,4476,TR
515,-472,6375,TR
188,100,2095,TR
-365,-87,-1822,TR
183,-151,-42,TR
779,-37,3425,TR
-96,194,3039,TR
198,310,3267,TR
106,-171,-713,TR
-55,-98,-273,TR
524,31,2015,TR
-72,-338,3522,TR
629,-170,862,TR
-280,30,-1212,TR
511,23,4273,TR
543,187,2648,TR
-29,231,-261,TR
597,53,1001,TR
-116,29,1491,TR
507,-63,4463,TR
-87,74,2555,TR
-36,-253,860,TR
359,-210,301,TR
-187,137,1567,TR
462,37,4899,TR
303,18,3042,TR
276,83,-332,TR
-60,149,384,TR
704,94,5012,TR
105,-19,3664,TR
-74,54,1106,TR
304,-174,-277,TR
472,-138,1626,TR
89,44,2966,TR
-149,94,2669,TR
524,-78,1834,TR
-27,-42,423,TR
417,39,2480,TR
328,161,2526,TR
195,-69,1422,TR
298,-8,694,TR
-46,82,2086,TR
584,-132,4079,TR
178,-186,1384,TR
323,65,-576,TR
271,25,1831,TR
348,10,4608,TR
14,123,1603,TR
455,-17,1325,TR
210,-254,571,TR
-96,-27,712,TR
460,52,4016,TR
243,-54,3799,TR
124,-76,869,TR
-147,83,-869,TR
570,-26,2581,TR
326,-163,3273,TR
-96,103,1712,TR
266,42,1336,TR
112,-188,1716,TR
310,-67,1660,TR
281,-62,1612,TR
208,-155,2188,TR
-105,-59,1166,TR
364,56,2717,TR
249,36,2501,TR
116,-135,1400,TR
140,29,476,TR
145,94,1842,TR
570,-176,4360,TR
-6,-8,1648,TR
186,26,57,TR
177,-12,409,TR
204,-123,2102,TR
208,-100,2899,TR
285,90,2425,TR
198,-5,1705,TR
-83,-20,521,TR
331,120,2445,TR
323,-125,3049,TR
199,-151,2282,TR
50,62,499,TR
236,-83,1375,TR
389,-56,3006,TR
-87,16,1756,TR
348,60,1732,TR
148,23,1476,TR
231,-107,2430,TR
355,61,1960,TR
13,96,1158,TR
432,-164,1785,TR
-17,83,1669,TR
319,32,2736,TR
72,-74,1431,TR
157,40,675,TR
199,28,1052,TR
297,71,3304,TR
220,-67,2843,TR
175,47,1194,TR
244,36,780,TR
194,-92,1730,TR
189,80,2743,TR
157,90,2347,TR
332,-97,1756,TR
64,31,1011,TR
234,-26,1632,TR
318,25,2187,TR
1249,-1550,-121,BR
-3515,1461,-17399,BR
289,-438,2623,BR
856,-780,8293,BR
1306,-1776,-3389,BR
659,-1836,-455,BR
-4123,1119,-6680,BR
1924,-774,-4277,BR
3169,1184,-5726,BR
-2560,-945,13739,BR
757,1118,-1298,BR
-402,-1376,-5354,BR
3719,1426,15124,BR
-7082,-1016,-12552,BR
5147,1218,5713,BR
-6736,1365,2285,BR
-368,-3271,-9519,BR
2463,1224,2559,BR
-2002,1522,6280,BR
2397,-3317,5506,BR
1115,1332,-2968,BR
2138,1364,-5424,BR
112,-1902,995,BR
-1835,1162,14704,BR
3707,-897,1772,BR
-1711,297,-11168,BR
1122,45,13020,BR
3611,-660,13594,BR
-351,1099,-5165,BR
-2434,652,-6339,BR
4085,-924,14558,BR
-2837,842,-11598,BR
447,255,6156,BR
1279,-40,9893,BR
372,-497,-7570,BR
-1214,878,178,BR
833,-313,6680,BR
-316,-181,5085,BR
-360,953,-424,BR
2069,-1372,1772,BR
701,-218,-5347,BR
-2236,1820,-1162,BR
2405,-870,10237,BR
170,143,3962,BR
-259,208,-495,BR
-678,403,574,BR
-509,-198,1721,BR
2447,-473,2997,BR
-2019,1188,332,BR
-244,-337,4669,BR
1378,-189,1003,BR
-158,321,190,BR
-599,-34,3659,BR
358,-136,1812,BR
-111,338,-1349,BR
489,-230,5247,BR
809,-244,5371,BR
276,-280,-4172,BR
-655,28,-3909,BR
246,-91,8805,BR
1254,-107,6491,BR
-996,436,-4079,BR
47,-99,1783,BR
530,-142,630,BR
492,292,5934,BR
319,297,5732,BR
-739,-406,-897,BR
643,-331,-141,BR
371,52,2563,BR
-358,-70,1872,BR
680,125,3747,BR
1000,-128,1923,BR
-904,369,-1437,BR
425,292,2150,BR
1212,-387,4945,BR
-126,-175,731,BR
-604,-157,-20,BR
769,-147,6398,BR
335,-248,2371,BR
-396,-6,-1430,BR
393,66,1648,BR
-36,1,2993,BR
207,86,3659,BR
462,8,2152,BR
302,-107,501,BR
116,-146,-106,BR
236,-42,1078,BR
329,-209,5058,BR
876,-250,5279,BR
-425,36,-2822,BR
-529,71,-3857,BR
675,-99,2525,BR
591,144,4597,BR
-456,256,226,BR
613,17,2966,BR
702,-318,2765,BR
-253,-133,-156,BR
476,-60,3373,BR
521,-327,3111,BR
-404,29,-177,BR
101,167,3122,BR
886,-339,3134,BR
-289,326,-964,BR
98,290,1611,BR
292,-146,3166,BR
-12,80,2758,BR
637,-60,2941,BR
4,-167,416,BR
269,-237,-325,BR
272,113,1963,BR
-205,228,3737,BR
303,-10,3970,BR
510,76,25,BR
68,83,1068,BR
618,-109,3791,BR
216,86,2921,BR
210,36,2457,BR
-251,-86,1188,BR
685,-128,1944,BR
-49,19,403,BR
14,99,2727,BR
735,15,2832,BR
-193,269,107,BR
283,48,2983,BR
435,-106,1962,BR
128,61,389,BR
382,-143,2315,BR
-71,-55,2672,BR
302,45,2884,BR
444,-25,2047,BR
51,7,-79,BR
367,114,1944,BR
141,105,3714,BR
272,-15,2946,BR
221,120,819,BR
140,-98,893,BR
298,-136,1801,BR
68,46,1977,BR
574,-136,3864,BR
188,45,1401,BR
-87,90,-374,BR
674,10,2397,BR
48,109,2342,BR
45,-23,2379,BR
540,-63,1916,BR
-29,1,1566,BR
337,-76,1967,BR
65,14,1243,BR
240,-168,1827,BR
72,85,2305,BR
306,-33,2393,BR
263,-9,1420,BR
1,95,978,BR
162,-69,1485,BR
229,-57,1844,BR
51,64,2454,BR
368,-195,3527,BR
228,-121,1033,BR
-39,20,-97,BR
404,-118,2256,BR
61,97,2518,BR
122,14,2542,BR
454,-87,2131,BR
18,-82,759,BR
389,-25,2161,BR
102,26,2502,BR
235,-132,2522,BR
128,-33,1463,BR
144,-50,1614,BR
327,-117,1663,BR
69,69,1536,BR
299,-5,2271,BR
192,13,1878,BR
71,-55,2068,BR
456,-58,2246,BR
84,-17,741,BR
184,-144,1766,BR
276,1,2346,BR
61,45,2403,BR
307,-56,1620,BR
53,44,347,BR
320,-80,1840,BR
272,12,2624,BR
74,41,2493,BR
305,28,1978,BR
195,-65,1059,BR
214,-95,1478,BR
286,61,2149,BR
207,-8,2528,BR
260,1,1948,BR
108,83,1071,BR
282,-32,2056,BR
234,26,1720,BR
97,14,1712,BR
399,-55,2505,BR
61,21,1638,BR
352,-37,2294,BR
166,45,1276,BR
151,-29,1565,BR
319,1,2328,BR
1443,1430,-8592,MC
-5264,-1308,-10547,MC
4059,-1712,32767,MC
-1831,2895,-3065,MC
-4325,-1028,-7323,MC
-1005,-498,13700,MC
238,2322,-6474,MC
-437,-3101,-16558,MC
-2285,18,-7799,MC
-2254,-3306,6753,MC
2909,1111,11510,MC
546,137,925,MC
-667,-913,-2510,MC
1353,835,-3769,MC
-5496,1682,14406,MC
4894,-1526,13897,MC
-3279,-1508,-22014,MC
1989,-715,1255,MC
-491,529,13519,MC
-1119,-11,-9538,MC
2537,-606,8038,MC
-287,1747,3758,MC
-95,363,-412,MC
-3173,-582,-1402,MC
21,453,9270,MC
2865,-1144,11386,MC
-2525,-1040,-8805,MC
1554,707,-5519,MC
-852,-247,4468,MC
209,752,13077,MC
2057,1112,1372,MC
-57,-1119,-9590,MC
-2897,845,4641,MC
685,-311,13826,MC
2058,-834,5686,MC
-728,-449,-6856,MC
-1225,-40,-785,MC
1595,84,2467,MC
-731,130,2211,MC
1340,121,6938,MC
108,-139,3216,MC
-628,235,-6262,MC
886,-945,3359,MC
1803,553,8690,MC
-667,717,4725,MC
-167,-601,-5349,MC
758,-344,1263,MC
631,136,9096,MC
80,-42,-511,MC
-1003,-274,-5198,MC
-5,-19,-590,MC
637,293,7985,MC
377,982,5905,MC
306,210,276,MC
-64,-89,-1368,MC
-139,218,302,MC
561,-914,7182,MC
-1178,302,-241,MC
237,-336,-2971,MC
641,-307,-784,MC
790,533,4420,MC
-535,1192,3497,MC
176,-113,3977,MC
1072,-304,-350,MC
-509,38,-4958,MC
163,-101,6591,MC
1175,-472,7939,MC
287,-543,-3228,MC
335,-197,-1961,MC
-21,333,4683,MC
304,156,2931,MC
301,556,-710,MC
365,77,1970,MC
88,-51,2959,MC
344,190,2659,MC
-100,-827,1913,MC
627,-324,3118,MC
-100,-54,-1840,MC
-258,-96,1429,MC
550,34,7029,MC
409,272,2139,MC
451,296,-3748,MC
-663,216,-1670,MC
704,188,7531,MC
825,-47,5952,MC
-335,-146,632,MC
498,-493,-243,MC
528,-646,-1058,MC
-226,-209,1251,MC
357,27,4899,MC
359,114,877,MC
19,527,536,MC
48,196,1366,MC
565,107,3235,MC
83,-28,3373,MC
259,-451,1595,MC
-45,-336,357,MC
316,-70,3621,MC
142,-93,3448,MC
156,-41,132,MC
414,214,-1250,MC
-39,477,1549,MC
230,195,5659,MC
172,224,2395,MC
508,-201,116,MC
-84,-191,424,MC
522,-289,4865,MC
366,-109,3424,MC
-137,-57,959,MC
235,-9,-599,MC
-16,365,175,MC
543,182,3812,MC
248,147,3277,MC
238,78,1091,MC
118,12,445,MC
213,-312,2313,MC
388,-237,3731,MC
23,-125,1744,MC
264,-205,1600,MC
-8,107,326,MC
259,231,2494,MC
459,162,2605,MC
69,278,1023,MC
-11,-35,1429,MC
562,-194,4800,MC
285,-84,2489,MC
-139,-275,521,MC
488,-187,864,MC
-128,-14,943,MC
406,160,3682,MC
170,298,3018,MC
311,-3,832,MC
116,230,-783,MC
208,9,2031,MC
415,-115,5135,MC
46,-75,2261,MC
332,-319,1133,MC
265,-171,348,MC
-77,123,1727,MC
261,64,2418,MC
150,210,964,MC
280,99,1098,MC
123,103,2269,MC
393,-30,2715,MC
204,-220,1454,MC
204,-49,1675,MC
38,-212,1907,MC
288,-79,2841,MC
165,2,1739,MC
290,-11,1283,MC
381,43,836,MC
-9,130,443,MC
315,146,3365,MC
272,26,3387,MC
129,-71,1635,MC
342,-152,300,MC
119,-211,2897,MC
490,-177,3958,MC
-60,74,1047,MC
285,-4,1029,MC
101,89,796,MC
266,103,2138,MC
321,53,2675,MC
93,49,2156,MC
275,-116,1620,MC
118,-97,1121,MC
253,-116,2689,MC
161,-142,2320,MC
210,-35,1439,MC
31,41,901,MC
330,35,2518,MC
283,89,2498,MC
245,4,1058,MC
122,-20,1436,MC
295,-99,3114,MC
273,-104,2554,MC
112,-100,1553,MC
313,-110,1222,MC
23,57,783,MC
199,21,2656,MC
406,32,3039,MC
109,66,1455,MC
189,-13,752,MC
241,6,1495,MC
257,-74,2785,MC
204,-51,2645,MC
249,-73,1744,MC
191,-84,1066,MC
204,15,2166,MC
228,45,2076,MC
233,96,1779,MC
150,38,1447,MC
209,8,2104,MC
296,-5,2088,MC
225,-69,1888,MC
219,-27,1590,MC
74,1,1483,MC
323,-24,2764,MC
207,5,2181,MC
159,19,1196,MC
536,-135,2594,BR
-2166,429,-10932,BR
-1306,3309,10380,BR
-1326,714,10868,BR
-1065,-501,-3878,BR
3374,575,1431,BR
-686,-4426,-19841,BR
3751,-102,-3745,BR
1130,879,-8003,BR
-4002,-1127,7773,BR
967,1409,-6916,BR
-917,-1561,-4929,BR
3478,893,2642,BR
-5835,-405,-13850,BR
1934,-3304,-4460,BR
3943,1530,5994,BR
999,501,-2977,BR
-2112,-1544,-2115,BR
980,2523,-341,BR
261,149,8020,BR
-1194,-1076,3412,BR
-111,2476,-4418,BR
1645,-1860,-5266,BR
-2090,1166,12962,BR
3666,-677,959,BR
-1409,246,-9064,BR
322,-128,11194,BR
569,292,6007,BR
-1143,1635,-8619,BR
-1347,110,3864,BR
3535,-749,9901,BR
-697,46,147,BR
-2128,-75,-3513,BR
844,404,13660,BR
689,-1248,1037,BR
-300,-293,-9250,BR
1454,477,5506,BR
-103,-860,8310,BR
-251,955,2653,BR
-417,234,544,BR
856,-126,-3951,BR
-2276,1986,-839,BR
2048,-819,9195,BR
623,1,5235,BR
-628,412,-2714,BR
-690,354,391,BR
-117,-495,3964,BR
1194,-813,3196,BR
344,438,-48,BR
-1985,575,1572,BR
2128,-541,3471,BR
910,136,-1671,BR
-210,691,1540,BR
494,70,3605,BR
92,133,-860,BR
-147,-3,3954,BR
554,-238,5941,BR
168,-186,-3487,BR
-394,73,-4212,BR
-20,-262,7815,BR
1118,-113,7177,BR
-464,391,-3585,BR
8,23,442,BR
451,10,1176,BR
397,-322,1500,BR
814,197,6782,BR
-402,126,1418,BR
228,-736,-2128,BR
717,-63,1684,BR
-149,-93,3071,BR
-568,-13,1263,BR
1571,-27,3832,BR
-896,276,-832,BR
213,287,2479,BR
1012,-290,4940,BR
65,-366,1516,BR
-710,-114,-1165,BR
580,-158,5701,BR
568,-323,4170,BR
-306,-3,-1505,BR
524,169,322,BR
100,24,1502,BR
277,-36,3274,BR
365,73,3645,BR
147,130,932,BR
297,-186,915,BR
-96,-69,287,BR
7,-69,2969,BR
642,-329,5206,BR
-209,51,-2045,BR
-97,90,-2086,BR
791,-52,5808,BR
-48,164,2796,BR
-389,247,408,BR
457,71,2395,BR
661,-411,2559,BR
-197,-76,471,BR
126,249,1984,BR
328,-261,3697,BR
406,-221,749,BR
-448,307,-243,BR
863,-55,4779,BR
387,-12,864,BR
-182,271,-1040,BR
275,70,2450,BR
186,16,2939,BR
562,-45,3160,BR
-100,-147,970,BR
331,-324,-474,BR
163,131,1314,BR
-106,267,4295,BR
287,-9,3937,BR
502,108,128,BR
-356,234,-1289,BR
260,-116,3139,BR
513,62,3734,BR
33,17,2033,BR
102,-52,1441,BR
65,-146,1226,BR
738,-51,1917,BR
-153,91,995,BR
767,18,2918,BR
-91,231,26,BR
81,91,2892,BR
509,-86,2772,BR
154,51,735,BR
250,-127,1647,BR
-27,-51,2333,BR
262,5,3251,BR
419,-7,2292,BR
73,4,100,BR
329,-16,289,BR
285,165,2545,BR
300,61,4002,BR
225,37,1895,BR
233,64,415,BR
190,-173,1509,BR
154,29,2113,BR
465,-89,3567,BR
253,-7,1935,BR
-190,119,-636,BR
595,-14,2252,BR
140,115,2814,BR
-15,17,2147,BR
595,-128,1700,BR
6,58,1270,BR
239,-132,2525,BR
234,8,1850,BR
127,-49,1312,BR
263,-131,1794,BR
-32,38,2394,BR
387,-33,2559,BR
115,53,1020,BR
265,-129,1602,BR
195,42,1772,BR
70,-53,3108,BR
290,-163,3598,BR
296,-149,1537,BR
-64,35,-244,BR
348,-118,1968,BR
117,64,2773,BR
-1,22,2418,BR
529,-86,2308,BR
-21,-28,204,BR
161,-73,1548,BR
335,31,2655,BR
30,-40,2540,BR
327,-162,1888,BR
20,47,1153,BR
292,-141,2069,BR
78,39,1506,BR
260,32,2150,BR
217,-4,1749,BR
27,-13,1912,BR
423,-80,2593,BR
158,-13,1048,BR
102,-128,1386,BR
317,-18,2241,BR
62,45,2313,BR
395,-86,2800,BR
180,-22,885,BR
128,6,664,BR
366,-37,2324,BR
167,46,2539,BR
201,11,2357,BR
296,7,1598,BR
165,-70,1426,BR
284,36,2160,BR
202,-27,2520,BR
275,-23,1989,BR
82,91,1009,BR
272,-20,2019,BR
308,20,1988,BR
91,43,1584,BR
381,-45,2325,BR
154,72,1622,BR
153,-11,1903,BR
341,17,2254,BR
54,-3,1160,BR
283,-41,1832,BR
4523,-277,2749,MC
-6187,1227,-25157,MC
-1721,-2098,18249,MC
3867,1530,15568,MC
-3587,-117,-5045,MC
-7017,529,-4724,MC
-1066,786,26061,MC
-5464,-140,5518,MC
1395,-1334,-5466,MC
590,336,-9911,MC
-1925,-1584,9777,MC
2136,1223,9753,MC
-1689,258,-4776,MC
-120,-391,-5524,MC
-1464,1928,-2473,MC
1604,445,19412,MC
1374,394,-1254,MC
2380,-3470,-8449,MC
-15,996,-122,MC
-888,1027,5507,MC
-38,297,-3760,MC
5445,-220,5255,MC
-1103,-13,2825,MC
-282,630,-495,MC
-1845,402,3957,MC
2785,-1778,10585,MC
-1006,-806,-2128,MC
173,188,-12379,MC
-1148,469,4186,MC
2350,793,15860,MC
1561,19,2455,MC
-357,695,-8851,MC
-2398,853,-3095,MC
2434,-1118,10424,MC
865,-158,7161,MC
755,-750,-1436,MC
-1004,-589,-3242,MC
167,741,1304,MC
1444,-36,3594,MC
-308,772,2991,MC
299,97,4316,MC
1048,-240,2857,MC
-2385,490,-7044,MC
1060,-946,7658,MC
608,578,6106,MC
755,-323,1890,MC
-1206,-123,-4150,MC
705,51,5296,MC
1716,-678,6802,MC
-1267,877,-1338,MC
85,-262,-3915,MC
285,-249,-1892,MC
459,521,8143,MC
1093,288,5589,MC
-243,578,-1496,MC
235,-634,-1737,MC
-176,-188,1734,MC
630,-797,7278,MC
-131,113,4523,MC
-192,-597,-4770,MC
706,239,43,MC
629,552,4924,MC
-1142,872,4483,MC
200,106,4861,MC
813,11,-2915,MC
-438,-130,-2140,MC
-178,-547,7393,MC
685,-315,4605,MC
1026,-658,-2639,MC
-139,96,-378,MC
237,43,4934,MC
756,251,1935,MC
-75,1100,554,MC
224,-233,1683,MC
-96,-18,716,MC
575,79,3634,MC
-67,-652,2822,MC
952,-326,802,MC
-454,271,-1980,MC
-328,-316,2992,MC
589,216,5839,MC
712,355,1912,MC
48,-99,-4096,MC
-476,287,24,MC
658,18,6860,MC
707,-96,6061,MC
-576,-50,1008,MC
201,-523,-1738,MC
220,-486,1014,MC
-65,133,3918,MC
219,85,2100,MC
379,149,283,MC
-105,69,1037,MC
496,24,3277,MC
-50,-14,2876,MC
459,-469,1758,MC
-134,-366,139,MC
62,-175,2705,MC
279,-39,3913,MC
15,-148,1985,MC
258,160,-581,MC
448,72,-2322,MC
172,446,1776,MC
487,373,6885,MC
147,23,2004,MC
290,-141,-568,MC
-50,-147,612,MC
32,-334,3586,MC
346,189,3428,MC
-109,18,1466,MC
165,30,-1337,MC
-13,434,396,MC
692,30,4429,MC
-115,245,2816,MC
435,-15,1141,MC
113,-76,213,MC
318,-273,3072,MC
280,-233,3480,MC
200,8,1271,MC
271,-219,966,MC
-23,71,727,MC
502,247,3701,MC
262,200,1730,MC
181,238,1285,MC
107,-73,-34,MC
338,-154,4929,MC
252,-222,2721,MC
36,-234,791,MC
275,-98,117,MC
-7,-40,1216,MC
525,99,3675,MC
204,381,2651,MC
434,81,906,MC
-48,164,-999,MC
332,-19,2782,MC
362,-78,4569,MC
22,-91,2201,MC
428,-374,1456,MC
116,-119,-238,MC
117,131,2563,MC
489,12,2717,MC
159,155,1127,MC
184,178,750,MC
219,-6,2993,MC
416,-36,2609,MC
94,-91,1249,MC
276,-143,1574,MC
89,-224,1803,MC
217,-3,3183,MC
98,-24,1745,MC
401,-25,1283,MC
-51,113,-240,MC
151,170,2251,MC
412,16,3969,MC
145,0,2442,MC
370,-158,836,MC
-88,-92,-76,MC
452,-143,3991,MC
61,16,2055,MC
219,50,1344,MC
147,43,454,MC
141,52,1712,MC
383,118,2623,MC
67,-25,2134,MC
202,20,2320,MC
263,-124,1306,MC
32,-52,1479,MC
375,-187,2904,MC
134,-133,1941,MC
201,15,1219,MC
22,36,958,MC
391,68,3018,MC
193,96,2237,MC
182,76,1317,MC
156,-63,1359,MC
220,-34,3042,MC
221,-158,2671,MC
228,-65,1971,MC
243,-113,574,MC
21,77,1068,MC
292,47,2651,MC
379,5,2722,MC
151,61,1559,MC
131,3,750,MC
235,-26,1561,MC
334,-42,2952,MC
103,-61,2388,MC
306,-91,1864,MC
187,-54,907,MC
174,43,1739,MC
249,86,2114,MC
224,70,1704,MC
118,32,1265,MC
222,56,2287,MC
358,-86,2218,MC
189,-17,1831,MC
113,-35,1273,MC
171,-45,1799,MC
284,22,2573,MC
131,-16,2236,MC
-209,221,5258,TR
-13064,593,12956,TR
-5470,719,12347,TR
5334,-608,-16864,TR
-13513,2475,-1169,TR
8521,-710,31893,TR
-2565,-728,-27496,TR
2201,1004,-2941,TR
77,781,13432,TR
1280,-3607,9725,TR
-2525,1267,-10621,TR
